0.018625,97.455,963.59,9.6,11.3,28.75,27.75,4.19
0.0135,58.565,941.875,31.4,22.4,15.9,16.9,32.35
2.9375,52.28,835.32,7.05,10.025,0.6,2.85,-0.73
0.009,91.2938,1008.4369,26.4,26.9,13,12,23.22225
12.625,50.345,827.1,33.725,25,10.9,11.65,30.52
0.0265,67.675,967.365,11.2,14.3,33.65,31.2,5.775
0.013,83.975,954.3,22.9,23.3,14.85,17.5,23.255
0.0105,99.99975,1010.8712,27.8,27.8,20.35,12.55,25.00225
3.5,40.66,842.16,17.7,15.775,1.775,3.025,8.455
0.023625,97.34,968.735,11.9,15.4,37.45,24.2,4.72
0.028625,97.26,963.95,13.35,14.7,36.55,33.5,11.53
3.1875,9.875,836.205,16.1,4.775,2.3,2.425,15.43
0.018625,91.525,970.09,5.7,9,23.45,26.5,1.945
0.027375,85.98,960.87,6.5,6.9,33.25,33.9,4.2
0.01,82.82335,1019.47,24.05,24.7,15.3,15.5,12.275
0.020625,69.69,968.785,10.65,8.4,31.25,23,10.39
0.029625,92.875,968.315,14.65,16,30.35,33.7,11.985
6.625,61.395,834.445,13.5,18.7,7,4.75,8.07
0.009,62.8669,1011.4623,28,26.4,13.5,11.95,28.0119
1.8125,17.995,836.12,-1.275,-4.125,0.55,1.675,0.105
0.0245,55.59,970.05,11.2,13.3,24.55,30.2,7.27
0.01,100,1008.3364,26.9,27.8,19.65,12.9,24.2326
0.009,97.08285,1015.15695,25.1,26.7,13.25,12.3,16.3413
0.01525,32.82,953.945,9.95,8.3,17,23.6,11.605
2.875,26.205,835.22,8,9.2,1.15,2.85,0.055
3.5,24.755,829.8,21.025,15.125,1.9,2.825,16.6
0.0155,59.975,964.335,5.85,8.1,17.85,24.5,2.765
0.01,100,1008.00985,26.9,27.8,19.65,12.55,24.03425
0.016,89,949.02,26.7,24.2,17.6,19.6,25.26
0.019375,94.25,981.525,5.45,9.9,20.35,27.5,4.525
0.013,55.53,945.32,32.75,27.2,15.55,17.3,35.1
2.875,35.92,827.87,9.375,12.875,0.55,2.925,4.355
0.009,62.572,1001.1404,28.75,28,13.3,11.9,28.70135
1.75,42.54,841.605,-7.775,-1.4,0.45,1.7,-14.005
2.875,21.875,825.37,22.925,24.975,0.6,3.3,22.7
4.25,19.17,825.74,31.925,26.85,2.725,3.85,32.79
0.015875,30.405,965.85,16.75,12.8,17.8,21.85,17.48
0.037125,95.225,961.045,12.2,13.1,45.3,37.35,5.575
3.5625,33.23,835.76,26,21.5,2.65,3.45,24.485
1.75,37.895,840.775,-3.475,-3.45,0.55,1.5,-9.53
0.02175,83.22,958.815,16.9,16.5,26.95,24.4,16.315
0.009,53.7252,1003.40195,29.5,29.5,13,11.8,29.0876
2.9375,15.895,848.98,10.6,8.85,1.175,2.75,6.585
0.009,75.286,1009.9832,27.9,29.35,13.1,11.7,24.90325
8.125,27.53,832.905,22,19.25,10.775,3.7,23.905
0.015375,72.375,944.27,19.1,18,19.1,18.6,22.655
3.3125,50.42,842.695,12.925,13.85,1.175,2.725,6.085
2,47.28,835.415,-2.2,-0.625,0.55,1.65,-8.545
0.01525,99.415,958.975,6.4,8.3,20.6,22.6,2.96
0.03325,70.3,961.6,9.6,10.6,39,37.3,9.71
0.015375,45.425,952.565,17,14.05,17.55,18.8,22.805
0.0315,68.325,951.81,16.5,11.95,32.05,34.1,18.57
5.375,17.755,827.59,34,26.675,4.8,3.375,29.945
0.02925,42.48,951.51,17.65,12.7,29.5,33,24.185
1.9375,28.84,831.98,-3.825,-0.95,0.4,1.375,-9.755
0.009,60.6825,1014.2217,19.8,22.4,13.85,13.3,20.54575
0.008,82.1525,1004.7333,30.7,28.9,13.2,8.4,29.8784
2.9375,57.245,839.985,11.25,13.25,1.15,2.55,5.44
2.25,60.53,833.885,-4.15,2.275,0.4,1.875,-9.04
3.625,24.35,841.595,17.025,14.8,2.2,2.9,15.185
1.75,30.135,838.505,-6.2,-2.625,0.225,1.475,-9.07
0.029,27.91,961.325,12.15,8.35,32.6,33.4,11.13
0.011,71.705,961.245,25.6,27.5,16.2,17.7,15.165
2,28.075,836.53,0.45,-1.925,0.525,1.575,-4.61
0.0165,99.22,968.76,6.1,8.1,26.1,22.7,2.635
0.009,60.7815,1022.534,22.6,25.6,13,12.6,15.7156
0.013,71.40435,1001.7045,28.3,27.5,22.7,18.85,34.153
0.015875,42.94,970.11,4.95,8.1,18.85,24.5,2.605
0.013,90.89145,1002.8704,28.45,27.2,21.75,19.7,27.48735
2.0625,33.285,834.145,3.525,-1.575,0.75,1.35,0
0.02025,55.88,968.755,9,8.8,30.3,22.95,12.605
0.020625,45.6,962.37,21.6,18.2,21.35,26.6,21.475
2.1875,75.305,837.36,-3.45,1.75,0.5,1.95,-9.39
0.018625,91.89,963.53,4,8.4,20.5,26.5,-1.24
0.013,68.83625,1003.61185,27.65,28.3,22.3,18.35,33.6541
0.01,87.65485,1004.85615,27.5,23.9,14.95,13.8,23.14135
0.011,69.33515,1002.694,30.4,29.65,15.1,16.5,29.40535
0.01775,65.695,948.59,21.2,16.9,21.75,20,21.14
0.01575,79.82,944.39,30.1,24.8,17.35,19,29.84
0.028375,98.27,964.615,13.7,14.7,36.95,33.8,10.725
0.030875,52.9,957.76,11.6,10.1,33.6,35.3,12.28
0.021125,64.375,948.63,27.9,23.9,20.3,23.4,27.625
0.01925,93.54,984.245,5.1,9.7,20.05,27.2,3.91
0.01,89.75,949.32,25.75,23.6,14.95,14.3,18.755
0.022375,98.945,960.535,16.25,16.7,31.75,23,10.75
0.0125,62.035,962.915,27.05,27.8,17.4,18.5,15.52
4.3125,57.79,830.66,27.9,22.7,4,3.35,23.08
0.013875,53.17,948.39,22.8,19.9,17.45,17.85,30.505
0.01,86.42065,1019.5191,23.15,25.1,15.4,15.5,12.33
3.5,48.7,839.06,14.875,15.9,1.55,3.05,7.505
0.009,51.01,947.99,22.4,23.9,14.7,14.4,24.975
4.3125,46.94,839.34,20.5,16.55,3.175,3.75,13.695
3.0625,38.505,834.695,13.075,5.025,2.6,2.3,7.565
0.023625,21,964.565,14.7,11.7,23.25,29.3,16.82
0.013,84.54,960.475,21.5,22.4,14.85,17.2,19.045
3,34.95,837,9.3,9.85,1.575,2.85,2.34
0.0125,77.18115,1002.8961,26.7,27.8,19.15,19.1,29.62145
0.013,100,1007.47195,26.9,28,22.9,18.2,24.761
0.01,89.4776,1017.0363,24.8,27.5,17.6,17.4,12.285
0.0115,98.91945,1008.2129,27.9,28.6,17.6,18.7,25.6946
0.022125,38.535,971.7,12.7,11.2,21.9,28.7,9.33
0.011,68.2364,1004.22405,30.1,28,19.7,12,35.5069
1.8125,54.775,840.145,-6.525,-1.475,0.55,1.6,-12.805
0.0125,81.7549,1004.3998,26.8,27.5,23,18.8,31.134
1.625,23.265,832.02,-0.9,-4.925,0.55,1.275,-4.235
0.013875,64.835,962.125,19.7,21.9,17.05,17.5,19.055
0.01,94.4344,1020.3583,23.7,25.4,16.4,16.6,12.31
0.015125,16.59,961.425,9.85,7.6,17.4,23.8,15.3
0.009,81.46665,1017.706,23.9,26.4,13.8,12.9,18.3633
6.875,9.725,820.175,38.125,28.725,5.95,4.125,33.355
2.625,66.785,840.23,0.725,4.5,2.175,2.325,-5.535
3.375,40.15,846.17,11.525,15.35,1.075,2.75,10.175
0.009,84.8963,1018.35355,23.3,26.2,13.75,12.9,17.6801
2.1875,44.395,835.405,-0.175,0.475,0.6,1.65,-6.485
2.375,69.985,840.83,-0.5,2.175,0.425,1.875,-7.87
2.9375,25.575,838.94,8.6,7.3,1.9,2.775,1.045
2.75,54.28,836.14,5.75,11.7,0.725,2.425,-1.33
0.009,93.5938,1016.98155,18.1,22.6,13.9,13.3,12.79935
0.01,99.7082,1010.51075,26.55,27.9,19,12,25.638
0.0095,97.21175,1011.07755,27.8,27.8,15.5,10.95,25.88275
0.020125,63.89,965.125,10.4,9.2,29.45,23,13.855
3.6875,97.8,834.645,17.175,20.7,3.025,3.075,13.415
2.3125,72.525,837.575,1.075,1.275,2.725,1.9,-1.54
0.0085,95.2926,1004.2005,28,28.3,15.15,8.6,26.6897
0.01,97.485,1013.2041,26.8,24.9,15.75,15.9,12.32
0.016375,58.045,974.295,5.5,8.9,19.55,25.2,-1.155
0.02125,88.4,962.325,7.9,11.1,21.4,28.7,4.225
0.01,75.2459,1014.0001,27.2,25.1,15.9,15.9,12.33
0.015,87.315,943.77,27.5,24.4,17.1,18.9,27.67
1.75,39.295,849.44,-4.45,-3.3,0.325,1.3,-10.825
0.009,90.702,1018.8407,20,21.5,14.45,13.2,14.1315
0.018375,72.99,969.275,7.25,8.9,22.3,25.9,3.66
2.625,30.205,836.12,6.15,11.1,0.85,2.7,8.5
0.012,88.76205,1013.05835,25.9,27.2,18.3,18.6,19.57955
0.028125,52.375,964.475,8.75,6.6,34.25,34.6,5.825
2.75,53.84,832.08,8.075,11.875,0.775,2.425,1.905
0.014875,39.515,961.95,5.95,8,16.75,23.5,1.755
2.4375,62.8,829.85,22.175,25.425,0.925,2.5,14.82
3.5,52.415,843.98,12.225,16.1,1.5,2.925,3.885
0.01925,97.19,970.495,5.4,8,34.7,22.7,1.18
5.9375,21.245,831.835,18.575,23.45,5.975,3.975,20.24
0.016875,82.105,956.6,21.8,23.3,24.75,17,18.88
0.012,86.48235,1009.30705,27.8,27.5,20.7,12.9,29.4729
0.022625,83.385,961.085,16,16.5,28.95,24.5,14.935
2.0625,18,836.195,1.2,-0.5,0.475,1.75,4.87
0.01475,53.81,946.15,30.7,24.7,16.8,18.3,34.37
0.0275,41.565,962.315,13.25,13.6,28.8,31.7,12.27
0.014125,44.945,959.08,20.8,21.3,17.6,17.2,21.755
0.02575,66.46,977.785,9.85,13.9,33.35,31.15,0.72
6.625,36.64,828.07,22.375,26.175,7.05,3.8,18.015
2.6875,41.125,831.02,8.525,8.675,0.9,2.425,2.205
0.013,89.4804,1002.29105,26.9,26.9,24.1,20.35,27.9924
0.009,78.0664,1004.14975,28.75,27.35,13.3,11.8,26.1651
0.019125,98.2,970.55,5.9,8.8,20.2,26.8,1.65
6.125,31.96,825.21,25.5,27.05,5.025,4.1,26.505
0.013,84.06295,1014.9227,28.75,26.9,18.25,18.6,25.823
0.017,76.57,954.005,8.05,9.1,19.7,25.3,9.28
4.9375,54.365,832.2,18.15,21.6,3.05,4.9,10.33
0.028375,64.215,962.825,8,7.1,34.15,34.3,5.02
0.01,57.0589,1009.0397,29.2,23.5,14.85,13.6,28.08515
0.020625,28.145,955.47,10.25,9.5,25.5,27.1,12.935
0.009,48.2966,1018.9694,26.55,25.9,13.45,12.25,25.59235
0.026875,43.515,963.105,9.85,13.7,28.3,31.9,5.525
8.0625,24.99,836.2,24.65,18.05,10.025,4.1,21.615
0.009,98.374,1012.70165,23.15,23.7,14.3,13.4,15.123
0.02275,71.48,962.67,15.05,16.2,29.5,24.5,16.19
2.5625,58.52,836.165,4.1,9.1,0.6,2.5,-3.44
3.75,33.045,848.595,11.875,15.575,2.375,3.35,5.22
2,19.425,835.175,2.6,-2.325,0.85,1.675,2.32
0.02925,51.595,960.445,20.3,17.3,31.15,32.3,22.55
3.3125,13.32,831.265,23.6,11.3,1.2,2.975,16.565
0.009,56.1035,1021.00805,18.6,23,14.5,14.65,12.35
0.0285,69.235,963.36,13.5,12.7,29.75,31.4,13.295
0.013,98.2018,1011.5018,27.65,28,24.5,21.6,25.23705
2.75,25.73,832.315,10.5,10.6,0.9,2.45,12.135
0.01325,56.64,945.43,25.15,21.9,16,17.2,29.32
0.02425,58.465,970.525,9.85,13.3,24.05,30.2,6.49
2.0625,51.41,839.415,-3.95,0.025,0.575,1.725,-11.385
0.0205,94.42,964.345,9.9,11.2,29.5,31.25,5.88
0.021,97.805,966.79,3.55,7.2,21.35,25.8,0.02
0.02125,57.285,965.915,19,18.4,21.6,27.2,17.765
0.0155,61.735,950.07,21.7,18.6,18.5,18.7,22.505
0.0145,37.46,946.435,29.5,20.2,17.25,17.7,29.995
3.375,59.555,841.74,10.25,15.4,1.225,2.825,3.325
3.5,58.555,838.38,16.2,19.9,2.65,3.05,15.82
0.020375,85.12,962.495,9.7,11,29.45,31,6.635
2.625,44.51,834.945,22.425,25.5,0.9,2.325,13.6
0.0325,51.9,946.23,31.05,23.5,32.5,32.35,35.185
0.014375,67.21,944.4,33.6,26.2,16.15,17.8,32.15
6.75,31.455,830.56,26.15,25.35,6.6,4.15,19.65
3.125,44.74,837.7,21.8,23.5,1.9,2.75,17.725
0.0215,88.545,958.595,14,14.7,28.95,24,11.845
0.009,87.75795,1006.91325,29.2,29.2,13.3,11.4,23.8735
0.009,100,1013.34455,24.05,26.4,13.5,12.7,14.2092
0.019125,99.025,962.285,16,17.9,19.95,25.8,11.08
3.0625,25.99,832.34,17.1,12.55,1.4,2.75,14.595
2.25,72.255,837.8,-0.25,2.025,0.8,1.875,-7.62
5.375,44.515,828.505,21.2,26.55,4.6,3.5,17.935
0.02475,30.22,972.715,8.85,13.4,25.6,30.9,6.915
0.01,70.3923,1004.5105,28.9,27.8,15.75,11.3,30.17775
3.5625,28.205,842.82,20.55,14.9,1.85,2.825,15.79
0.0185,89.525,971.885,5.5,8.95,23.15,26.5,0.225
0.013125,78.8,945.565,25.1,21.9,15.8,17.3,24.035
2.5625,26.245,830.47,12.575,7.9,1.075,2.65,10.475
0.016,51.58,966.165,5.5,8.25,18.6,24.6,0.885
0.018875,94.585,969.895,6.3,9.3,23.35,26.7,-1.225
3.1875,69.535,836.475,13.05,14.35,1.25,2.95,8.96
0.0085,94.57765,1004.01535,28.3,28,16,8.7,26.9704
0.031875,40.17,960.34,15.75,9.55,34.3,35.3,18.81
3,39.705,842.305,10.65,12.9,1.025,2.9,10.05
2,28.96,835.335,4.4,-0.825,0.7,1.65,0.175
2.9375,57.74,837.57,7.95,13.35,0.625,2.725,2.195
3.4375,26.12,838.46,19.2,14.4,1.6,2.8,16.28
0.014,82.08,947.88,25.5,24.4,17.3,18.1,23.78
0.019875,75.825,971.77,8.85,8.8,30.55,22.85,7.335
0.013875,48.325,948.045,23.7,21.3,16.5,17.4,27.315
0.0285,77.82,957.345,15.3,14.7,35,32.6,13.675
2.9375,22.975,833.215,12.85,3.625,2.55,2.325,11.725
0.0225,99.395,949.39,22.5,23.7,39.65,18.1,18.85
7.6875,44.935,830.105,27.075,23.25,8.075,3.45,22.895
0.012,100,1005.81495,25.9,27.35,21.7,19.7,24.1789
0.018875,98.53,971.435,5.75,8.6,20.35,26.7,1.23
0.009,100,1013.0234,20.5,23.7,14.1,13.3,10.75615
5,51.115,829.625,27.675,27.75,3.65,4.075,20.91
3.9375,27.58,827.07,35.525,28.375,2.475,3.7,29.435
0.009,81.59635,1012.03855,26.7,27.8,14,13.1,20.3531
